ID,YearStart,YearEnd,Description,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeId,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation_Lat,GeoLocation_Long,ClassId,TopicId,QuestionId,ResponseId,StratficationCategory1,StratificationCategoryId1,Stratification1,StratificationId1,StratificationCategory2,StratificationCategoryId2,Stratification2,StratificationId2,StratificationCategory3,StratificationCategoryId3,Stratification3,StratificationId3,LocationDisplayOrder,FootnoteSymbol,FootnoteText,URL,FootnoteHeading
89067,2009,2009,2009,US,National,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,29.2,,,27.2,31.2,"16,188",,,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,0,,,,
99083,2009,2009,2009,AL,Alabama,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,38.8,,,36.2,41.5,"1,492",32.84057112,-86.63186076,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,1,,,,
108953,2009,2009,2009,AK,Alaska,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,20.1,,,17.7,22.8,"1,360",64.84507996,-147.722059,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,2,,,,
109670,2009,2009,2009,AZ,Arizona,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,28.1,,,26.1,30.2,"2,536",34.86597028,-111.7638113,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,4,,,,
108234,2009,2009,2009,AR,Arkansas,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,33.5,,,29.2,38.1,"1,602",34.74865012,-92.27449074,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,5,,,,
96664,2009,2009,2009,CO,Colorado,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,24.6,,,20.6,29.2,"1,445",38.84384076,-106.1336109,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,8,,,,
115909,2009,2009,2009,DE,Delaware,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,28.8,,,26.8,30.9,"2,288",39.00883067,-75.57774117,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,10,,,,
111678,2009,2009,2009,FL,Florida,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,28.6,,,26.9,30.4,"5,526",28.93204038,-81.92896054,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,12,,,,
95943,2009,2009,2009,GA,Georgia,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,29.7,,,27,32.5,"1,852",32.83968109,-83.62758035,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,13,,,,
114286,2009,2009,2009,HI,Hawaii,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,20.8,,,17.8,24.1,"1,469",21.30485044,-157.8577494,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,15,,,,
92218,2009,2009,2009,ID,Idaho,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,18.3,,,16.7,20.1,"2,139",43.68263001,-114.36373,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,16,,,,
91230,2009,2009,2009,IL,Illinois,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,31.1,,,27.4,35.2,"2,926",40.48501028,-88.99771018,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,17,,,,
99208,2009,2009,2009,IN,Indiana,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,29.7,,,27.8,31.6,"1,503",39.76691045,-86.14996019,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,18,,,,
93331,2009,2009,2009,KS,Kansas,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,30.7,,,27.7,33.9,"2,012",38.3477403,-98.20078123,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,20,,,,
95638,2009,2009,2009,KY,Kentucky,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,35.7,,,32.3,39.3,"1,758",37.64597027,-84.77497105,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,21,,,,
105745,2009,2009,2009,LA,Louisiana,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,36.6,,,31.5,42,"1,000",31.31266064,-92.44568007,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,22,,,,
98296,2009,2009,2009,MD,Maryland,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,21.3,,,19.7,23,"1,611",39.29058096,-76.60926011,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,24,,,,
112663,2009,2009,2009,MA,Massachusetts,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,21,,,18.7,23.4,"2,642",42.27687047,-72.08269068,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,25,,,,
92687,2009,2009,2009,MI,Michigan,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,27.6,,,25,30.4,"3,356",44.66131954,-84.71439027,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,26,,,,
116613,2009,2009,2009,MS,Mississippi,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,40.2,,,36.8,43.7,"1,780",32.7455101,-89.53803083,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,28,,,,
116601,2009,2009,2009,MO,Missouri,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,31.5,,,27.7,35.6,"1,608",38.63579078,-92.56630005,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,29,,,,
96872,2009,2009,2009,MT,Montana,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,25.7,,,23.1,28.4,"1,839",47.06652897,-109.4244206,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,30,,,,
108865,2009,2009,2009,NV,Nevada,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,22.1,,,19.8,24.5,"2,062",39.49324039,-117.0718406,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,32,,,,
110843,2009,2009,2009,NH,New Hampshire,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,22.1,,,19.8,24.7,"1,488",43.65595011,-71.50036092,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,33,,,,
114533,2009,2009,2009,NJ,New Jersey,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,19.9,,,16.6,23.6,"1,747",40.13057005,-74.27369129,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,34,,,,
99780,2009,2009,2009,NM,New Mexico,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,30.4,,,27.7,33.1,"4,556",34.52088095,-106.240581,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,35,,,,
91386,2009,2009,2009,NY,New York,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,24.5,,,22.7,26.4,"13,032",42.82700103,-75.54397043,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,36,,,,
95967,2009,2009,2009,NC,North Carolina,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,32.5,,,29.7,35.5,"5,208",35.46622098,-79.15925046,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,37,,,,
89612,2009,2009,2009,ND,North Dakota,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,26.3,,,23.6,29.3,"1,822",47.47531978,-100.118421,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,38,,,,
112330,2009,2009,2009,OK,Oklahoma,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,38.1,,,34.7,41.6,"1,390",35.47203136,-97.52107021,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,40,,,,
109585,2009,2009,2009,PA,Pennsylvania,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,25.7,,,23.1,28.4,"2,046",40.79373015,-77.86070029,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,42,,,,
96088,2009,2009,2009,RI,Rhode Island,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,21.2,,,19.1,23.4,"3,174",41.70828019,-71.52247031,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,44,,,,
103987,2009,2009,2009,SC,South Carolina,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,33.2,,,29.5,37.2,"1,066",33.9988213,-81.04537121,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,45,,,,
117945,2009,2009,2009,SD,South Dakota,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,28.8,,,25.5,32.5,"2,143",44.35313005,-100.3735306,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,46,,,,
90360,2009,2009,2009,TN,Tennessee,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,41.3,,,38.6,44.1,"2,191",35.68094058,-85.77449091,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,47,,,,
94918,2009,2009,2009,TX,Texas,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,32.8,,,30.5,35.1,"3,479",31.82724041,-99.42677021,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,48,,,,
112787,2009,2009,2009,UT,Utah,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,14.5,,,12.3,17,"1,575",39.36070017,-111.5871306,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,49,,,,
91645,2009,2009,2009,VT,Vermont,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,22.9,,,21.1,24.7,"9,471",43.62538124,-72.51764079,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,50,,,,
116102,2009,2009,2009,WV,West Virginia,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,34.5,,,30.5,38.7,"1,567",38.6655102,-80.71264014,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,54,,,,
96138,2009,2009,2009,WI,Wisconsin,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,23.1,,,20.6,25.8,"2,407",44.39319117,-89.81637074,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,55,,,,
103944,2009,2009,2009,WY,Wyoming,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,27,,,25.3,28.8,"2,850",43.23554134,-108.1098304,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,56,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,†,"Respondents were asked, “During the past 7 days, how many times did you drink a can, bottle, or glass of soda or pop, such as Coke, Pepsi, or Sprite? (Do not include diet soda or diet pop.)"" Response categories ranged from “I did not drink soda or pop during the past 7 days” to 4 or more times per day.",,Footnote
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youth Risk Behavior Surveillance System (YRBSS) - http://www.cdc.gov/healthyyouth/yrbs/index.htm,https://www.cdc.gov/healthyyouth/data/yrbs/index.htm,Data Source
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centers for Disease Control and Prevention. National Center for Chronic Disease Prevention and Health Promotion, Division of Nutrition, Physical Activity, and Obesity. Data, Trend and Maps [online].",/nccdphp/dnpao/data-trends-maps/index.html,Suggested Citation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breastfeeding,/breastfeeding/index.htm,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Division of Nutrition, Physical Activity, and Obesity",/nccdphp/dnpao/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physical Activity,/physicalactivity/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chronic Disease Prevention and Health Promotion,/chronicdisease/index.htm,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overweight and Obesity,/obesity/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State and Local Programs,/nccdphp/dnpao/state-local-programs/index.html,Related Links
